Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
-4.787,50.64,350,400,13083,19910,939.343,0.3,0.31,2.04,0.318,0.0069999999999999,1
-4.788,51.37,348,400,13082,19910,939.336,0.3,0.31,2.07,0.3229999999999999,0.0069999999999999,1
-4.789,52.1,347,400,13082,19911,939.357,0.3,0.31,2.06,0.32,0.0069999999999999,1
-4.79,52.76,354,400,13078,19905,939.365,0.31,0.33,2.16,0.336,0.008,1
-4.792,53.3,345,400,13089,19920,939.345,0.31,0.33,2.16,0.337,0.008,1
-4.793,53.77,357,400,13084,19913,939.347,0.31,0.32,2.14,0.3339999999999999,0.008,1
-4.794,54.2,352,400,13087,19921,939.347,0.31,0.32,2.11,0.3289999999999999,0.0069999999999999,1
-4.795,54.56,347,400,13084,19914,939.339,0.3,0.32,2.09,0.326,0.0069999999999999,1
-4.797,54.85,342,400,13091,19923,939.337,0.31,0.32,2.15,0.335,0.008,1
-4.798,55.52,351,400,13085,19916,939.328,0.33,0.34,2.24,0.35,0.008,1
-4.799,55.71,337,400,13092,19926,939.325,0.33,0.35,2.3,0.359,0.008,1
-4.801,56.05,333,400,13093,19924,939.339,0.35,0.37,2.42,0.377,0.009,1
-4.802,56.17,338,400,13085,19906,939.334,0.34,0.36,2.36,0.368,0.008,1
-4.803,56.28,341,400,13092,19927,939.338,0.33,0.35,2.31,0.36,0.008,1
-4.803999999999999,56.45,348,400,13088,19922,939.35,0.34,0.35,2.34,0.365,0.008,1
-4.806,56.54,338,400,13089,19925,939.339,0.34,0.35,2.32,0.362,0.008,1
-4.807,56.63,348,400,13083,19913,939.339,0.35,0.36,2.41,0.376,0.008,1
-4.808,56.72,345,400,13091,19921,939.34,0.35,0.36,2.41,0.376,0.008,1
-4.809,56.79,338,400,13091,19919,939.342,0.35,0.36,2.38,0.372,0.008,1
-4.811,56.88,341,400,13092,19921,939.333,0.33,0.34,2.28,0.355,0.008,1
-4.812,56.96,349,400,13088,19916,939.337,0.32,0.33,2.21,0.344,0.008,1
-4.813,57.01,337,400,13085,19917,939.335,0.3,0.31,2.04,0.318,0.0069999999999999,1
-4.814,57.1,351,400,13088,19913,939.329,0.28,0.29,1.95,0.304,0.0069999999999999,1
-4.8180000000000005,57.24,342,400,13093,19920,939.356,0.27,0.28,1.85,0.289,0.0069999999999999,1
-4.8260000000000005,53.93,337,400,13105,19936,939.33,0.28,0.29,1.94,0.302,0.0069999999999999,1
-4.827,53.44,332,400,13103,19939,939.329,0.28,0.29,1.95,0.304,0.0069999999999999,1
-4.828,52.99,312,400,13097,19938,939.333,0.29,0.3,1.96,0.306,0.0069999999999999,1
-4.829,52.64,327,400,13093,19936,939.344,0.29,0.3,1.96,0.306,0.0069999999999999,1
-4.831,52.36,329,400,13096,19936,939.34,0.3,0.31,2.05,0.32,0.0069999999999999,1
-4.832,52.1,328,400,13099,19942,939.332,0.3,0.31,2.08,0.324,0.0069999999999999,1
-4.833,51.88,333,400,13098,19931,939.341,0.31,0.32,2.13,0.332,0.0069999999999999,1
-4.834,51.66,338,400,13098,19929,939.344,0.33,0.34,2.28,0.356,0.008,1
-4.836,51.52,342,400,13092,19929,939.343,0.35,0.36,2.38,0.371,0.008,1
-4.837,51.13,326,400,13096,19939,939.346,0.39,0.41,2.7,0.42,0.009,1
-4.838,50.99,335,400,13096,19927,939.338,0.41,0.43,2.85,0.444,0.01,1
-4.839,50.93,329,400,13096,19918,939.344,0.42,0.43,2.86,0.446,0.01,1
-4.841,50.84,331,400,13092,19927,939.348,0.42,0.44,2.89,0.451,0.01,1
-4.842,50.76,339,400,13091,19923,939.349,0.42,0.43,2.86,0.446,0.01,1
-4.843,50.67,343,400,13091,19925,939.338,0.41,0.43,2.83,0.441,0.01,1
-4.843999999999999,50.63,333,400,13097,19933,939.333,0.4,0.42,2.77,0.433,0.01,1
-4.846,50.52,343,400,13087,19922,939.325,0.38,0.4,2.62,0.408,0.009,1
-4.847,50.47,333,400,13099,19935,939.337,0.34,0.35,2.32,0.361,0.008,1
-4.848,50.4,329,400,13096,19928,939.338,0.32,0.33,2.21,0.344,0.008,1
-4.849,50.35,334,400,13100,19931,939.342,0.3,0.32,2.1,0.327,0.0069999999999999,1
-4.851,50.33,334,400,13095,19930,939.341,0.27,0.28,1.88,0.293,0.0069999999999999,1
-4.853,50.19,344,400,13086,19918,939.333,0.27,0.28,1.87,0.292,0.0069999999999999,1
-4.854,50.67,352,400,13078,19904,939.325,0.28,0.29,1.91,0.298,0.0069999999999999,1
-4.856,51.48,351,400,13074,19906,939.319,0.29,0.3,2.01,0.314,0.0069999999999999,1
-4.857,52.16,349,400,13083,19911,939.326,0.3,0.31,2.07,0.3229999999999999,0.0069999999999999,1
-4.8580000000000005,52.79,350,400,13082,19916,939.332,0.35,0.36,2.39,0.372,0.008,1
-4.859,53.77,352,400,13080,19914,939.336,0.38,0.4,2.63,0.411,0.009,1
-4.86,54.23,354,400,13075,19908,939.329,0.38,0.4,2.64,0.411,0.009,1
-4.862,54.58,359,400,13079,19910,939.326,0.39,0.4,2.66,0.415,0.009,1
-4.863,55.12,353,400,13082,19913,939.323,0.38,0.4,2.63,0.411,0.009,1
-4.864,55.42,344,400,13088,19914,939.326,0.39,0.4,2.66,0.415,0.009,1
-4.865,55.61,337,400,13085,19918,939.324,0.39,0.4,2.68,0.418,0.009,1
-4.867,55.79,352,400,13086,19908,939.331,0.39,0.41,2.68,0.418,0.009,1
-4.868,55.96,338,400,13088,19920,939.323,0.39,0.4,2.67,0.416,0.009,1
-4.869,56.12,349,400,13086,19917,939.332,0.38,0.4,2.62,0.409,0.009,1
-4.87,56.24,350,400,13088,19922,939.329,0.38,0.4,2.64,0.412,0.009,1
-4.872,56.39,344,400,13084,19920,939.314,0.41,0.43,2.83,0.441,0.01,1
-4.873,56.51,358,400,13081,19906,939.31,0.42,0.43,2.88,0.449,0.01,1
-4.874,56.63,348,400,13092,19921,939.326,0.43,0.45,2.97,0.4629999999999999,0.01,1
-4.875,56.77,345,400,13087,19914,939.334,0.44,0.45,3.01,0.469,0.011,1
-4.876,56.82,343,400,13089,19916,939.336,0.44,0.45,3.01,0.469,0.011,1
-4.878,56.95,340,400,13085,19924,939.331,0.42,0.44,2.9,0.4529999999999999,0.01,1
-4.879,57.05,344,400,13088,19922,939.335,0.44,0.46,3.03,0.472,0.011,1
-4.88,57.06,351,400,13091,19918,939.311,0.44,0.46,3.05,0.476,0.011,1
-4.881,57.15,334,400,13094,19923,939.317,0.46,0.48,3.18,0.496,0.011,1
-4.882,57.22,350,400,13087,19914,939.314,0.48,0.5,3.29,0.513,0.012,1
-4.884,57.3,343,400,13087,19918,939.328,0.5,0.52,3.45,0.5379999999999999,0.012,1
-4.885,57.32,350,400,13085,19915,939.325,0.52,0.54,3.56,0.5539999999999999,0.013,1
-4.886,57.47,325,400,13103,19940,939.316,0.54,0.56,3.7,0.5770000000000001,0.013,1
-4.887,56.89,318,400,13101,19939,939.324,0.54,0.56,3.7,0.5770000000000001,0.013,1
-4.888999999999999,56.04,321,400,13109,19943,939.326,0.53,0.55,3.65,0.569,0.013,1
-4.89,55.26,332,400,13104,19946,939.345,0.54,0.56,3.7,0.5770000000000001,0.013,1
-4.891,54.06,320,400,13100,19937,939.352,0.54,0.56,3.74,0.583,0.013,1
-4.892,53.58,323,400,13101,19937,939.362,0.54,0.56,3.73,0.581,0.013,1
-4.893,53.12,330,400,13099,19927,939.356,0.54,0.56,3.71,0.578,0.013,1
-4.895,52.75,324,400,13098,19936,939.346,0.54,0.56,3.69,0.5760000000000001,0.013,1
-4.896,52.42,331,400,13101,19934,939.337,0.53,0.55,3.62,0.564,0.013,1
-4.897,52.16,327,400,13099,19935,939.337,0.52,0.54,3.56,0.555,0.013,1
-4.898,52.0,339,400,13093,19933,939.346,0.49,0.51,3.38,0.527,0.012,1
-4.899,51.78,340,400,13092,19924,939.339,0.48,0.5,3.32,0.517,0.012,1
-4.901,51.57,325,400,13095,19933,939.337,0.46,0.48,3.18,0.496,0.011,1
-4.902,51.44,335,400,13096,19926,939.333,0.47,0.48,3.21,0.501,0.011,1
-4.9030000000000005,51.31,335,400,13091,19936,939.356,0.47,0.48,3.2,0.499,0.011,1
-4.904,51.17,340,400,13088,19922,939.353,0.46,0.48,3.19,0.498,0.011,1
-4.905,51.04,335,400,13093,19935,939.35,0.46,0.47,3.14,0.49,0.011,1
-4.907,50.97,330,400,13092,19932,939.339,0.43,0.45,2.98,0.465,0.011,1
-4.908,50.91,338,400,13090,19928,939.34,0.43,1.86,2.93,0.457,0.01,1
-4.909,50.77,342,400,13093,19927,939.342,0.4,0.42,2.77,0.433,0.01,1
-4.91,50.77,330,400,13094,19934,939.337,0.4,0.41,2.73,0.425,0.01,1
-4.9110000000000005,50.65,342,400,13093,19917,939.319,0.38,0.39,2.58,0.4029999999999999,0.009,1
-4.912,50.64,336,400,13095,19930,939.325,0.36,0.38,2.5,0.389,0.009,1
-4.914,50.51,341,400,13091,19923,939.329,0.34,0.35,2.35,0.366,0.008,1
-4.915,50.51,345,400,13095,19927,939.317,0.33,0.34,2.28,0.355,0.008,1
-4.916,50.41,339,400,13088,19919,939.33,0.31,0.32,2.12,0.331,0.0069999999999999,1
-4.917,50.37,338,400,13093,19924,939.332,0.31,0.32,2.11,0.33,0.0069999999999999,1
-4.918,50.34,332,400,13092,19935,939.322,0.3,0.32,2.09,0.326,0.0069999999999999,1
-4.92,50.65,358,400,13071,19900,939.325,0.3,0.31,2.05,0.319,0.0069999999999999,1
-4.921,51.41,357,400,13080,19900,939.323,0.3,0.31,2.08,0.325,0.0069999999999999,1
-4.922,52.09,351,400,13072,19902,939.322,0.31,0.33,2.16,0.337,0.008,1
-4.923,52.79,347,400,13081,19914,939.323,0.31,0.33,2.16,0.337,0.008,1
-4.924,53.37,356,400,13074,19902,939.324,0.31,0.32,2.1,0.3279999999999999,0.0069999999999999,1
-4.925,53.84,359,400,13075,19913,939.326,0.31,0.32,2.15,0.335,0.008,1
-4.927,54.29,350,400,13079,19911,939.318,0.31,0.33,2.16,0.337,0.008,1
-4.928,54.66,344,400,13084,19917,939.318,0.31,0.32,2.13,0.3329999999999999,0.008,1
-4.928999999999999,54.95,346,400,13087,19917,939.322,0.33,0.34,2.28,0.355,0.008,1
-4.93,55.41,346,400,13083,19914,939.31,0.37,0.39,2.56,0.3989999999999999,0.009,1
-4.931,55.66,348,400,13081,19911,939.311,0.42,0.44,2.89,0.45,0.01,1
-4.932,55.8,345,400,13084,19919,939.332,0.44,0.45,3.01,0.469,0.011,1
-4.934,56.03,355,400,13085,19917,939.337,0.45,0.47,3.1,0.484,0.011,1
-4.935,56.17,348,400,13084,19914,939.341,0.45,0.47,3.09,0.482,0.011,1
-4.936,56.33,343,400,13086,19920,939.327,0.43,0.45,2.99,0.467,0.011,1
-4.937,56.42,356,400,13082,19901,939.315,0.42,0.44,2.91,0.4539999999999999,0.01,1
-4.938,56.58,360,400,13083,19912,939.307,0.39,0.41,2.71,0.423,0.01,1
-4.939,56.69,355,400,13080,19914,939.304,0.39,0.4,2.65,0.414,0.009,1
-4.941,56.75,345,400,13087,19916,939.308,0.4,0.41,2.72,0.425,0.01,1
-4.942,56.94,344,400,13086,19920,939.316,0.41,0.42,2.81,0.4379999999999999,0.01,1
-4.9430000000000005,57.01,347,400,13081,19917,939.315,0.41,0.42,2.81,0.4379999999999999,0.01,1
-4.944,57.09,345,400,13086,19923,939.309,0.41,0.43,2.84,0.4429999999999999,0.01,1
-4.945,57.15,344,400,13086,19918,939.312,0.42,0.43,2.87,0.447,0.01,1
-4.946000000000001,57.22,342,400,13087,19923,939.325,0.41,0.43,2.86,0.445,0.01,1
-4.947,57.28,338,400,13084,19924,939.333,0.4,0.42,2.76,0.43,0.01,1
-4.949,57.34,334,400,13086,19919,939.332,0.4,0.41,2.74,0.427,0.01,1
-4.95,57.37,352,400,13085,19919,939.319,0.38,0.4,2.62,0.409,0.009,1
-4.9510000000000005,57.05,331,400,13103,19940,939.335,0.37,0.38,2.55,0.397,0.009,1
-4.952,56.22,326,400,13100,19938,939.334,0.35,0.36,2.41,0.375,0.008,1
-4.953,55.44,318,400,13104,19947,939.321,0.35,0.37,2.42,0.3779999999999999,0.009,1
-4.954,54.72,317,400,13098,19938,939.327,0.39,0.4,2.66,0.415,0.009,1
-4.955,54.09,326,400,13096,19940,939.322,0.41,0.42,2.81,0.4379999999999999,0.01,1
-4.957,53.63,331,400,13098,19930,939.317,0.44,0.46,3.03,0.473,0.011,1
-4.958,53.19,339,400,13091,19923,939.318,0.45,0.47,3.12,0.487,0.011,1
-4.959,52.81,345,400,13090,19929,939.319,0.47,0.49,3.26,0.508,0.011,1
-4.96,52.48,332,400,13092,19932,939.315,0.47,0.49,3.26,0.509,0.011,1
-4.961,52.25,348,400,13090,19921,939.317,0.47,0.49,3.22,0.503,0.011,1
-4.962,52.01,345,400,13090,19922,939.312,0.46,0.48,3.19,0.497,0.011,1
-4.963,51.84,332,400,13096,19923,939.312,0.44,0.46,3.04,0.474,0.011,1
-4.965,51.65,335,400,13093,19931,939.319,0.43,0.44,2.95,0.4589999999999999,0.01,1
-4.966,51.49,344,400,13089,19920,939.319,0.4,0.41,2.72,0.425,0.01,1
-4.967,51.38,340,400,13087,19917,939.314,0.38,0.39,2.6,0.406,0.009,1
-4.968,51.25,340,400,13087,19919,939.316,0.36,0.37,2.48,0.386,0.009,1
-4.968999999999999,51.1,338,400,13087,19923,939.313,0.33,0.34,2.28,0.355,0.008,1
-4.97,51.04,340,400,13090,19922,939.317,0.32,0.33,2.2,0.342,0.008,1
-4.971,50.93,336,400,13084,19926,939.301,0.3,0.31,2.07,0.322,0.0069999999999999,1
-4.972,50.9,339,400,12969,19923,939.311,0.3,0.31,2.06,0.321,0.0069999999999999,1
-4.974,50.81,335,400,13091,19926,939.301,0.29,0.3,2.0,0.312,0.0069999999999999,1
-4.975,50.72,337,400,13092,19922,939.307,0.28,0.29,1.95,0.304,0.0069999999999999,1
-5.009,57.26,349,400,13073,19910,939.283,0.27,0.28,1.86,0.29,0.0069999999999999,1
-5.011,57.36,349,400,13075,19914,939.285,0.28,0.29,1.92,0.299,0.0069999999999999,1
-5.012,57.36,357,400,13077,19907,939.291,0.29,0.3,1.99,0.31,0.0069999999999999,1
-5.013,57.45,350,400,13082,19914,939.293,0.29,0.31,2.02,0.315,0.0069999999999999,1
-5.013999999999999,57.59,331,400,13092,19928,939.29,0.31,0.32,2.11,0.3289999999999999,0.0069999999999999,1
-5.015,57.02,331,400,13097,19936,939.284,0.31,0.32,2.11,0.3289999999999999,0.0069999999999999,1
-5.016,56.2,328,400,13098,19940,939.293,0.31,0.32,2.1,0.3279999999999999,0.0069999999999999,1
-5.017,55.38,336,400,13091,19931,939.282,0.3,0.32,2.09,0.326,0.0069999999999999,1
-5.018,54.72,337,400,13100,19940,939.282,0.3,0.31,2.07,0.3229999999999999,0.0069999999999999,1
-5.019,54.11,337,400,13090,19929,939.288,0.3,0.31,2.06,0.321,0.0069999999999999,1
-5.02,53.59,336,400,13089,19921,939.289,0.29,0.31,2.03,0.316,0.0069999999999999,1
-5.021,53.2,338,400,13095,19932,939.282,0.31,0.32,2.11,0.3289999999999999,0.0069999999999999,1
-5.022,52.83,331,400,13091,19936,939.296,0.32,0.33,2.18,0.34,0.008,1
-5.023,52.53,340,400,13087,19918,939.29,0.32,0.33,2.17,0.3379999999999999,0.008,1
-5.024,52.24,335,400,13091,19927,939.286,0.33,0.34,2.28,0.356,0.008,1
-5.025,52.04,332,400,13092,19928,939.297,0.33,0.35,2.29,0.357,0.008,1
-5.026,51.85,333,400,13089,19922,939.296,0.32,0.34,2.24,0.349,0.008,1
-5.027,51.71,341,400,13081,19919,939.295,0.32,0.34,2.24,0.349,0.008,1
-5.0280000000000005,51.56,344,400,13087,19922,939.296,0.32,0.34,2.22,0.347,0.008,1
-5.029,51.43,345,400,13084,19919,939.291,0.34,0.35,2.31,0.36,0.008,1
-5.03,51.29,340,400,13086,19924,939.295,0.35,0.36,2.37,0.37,0.008,1
-5.031000000000001,51.08,352,400,13084,19918,939.306,0.35,0.37,2.42,0.3779999999999999,0.009,1
-5.033,50.98,341,400,13085,19921,939.306,0.34,0.36,2.37,0.369,0.008,1
-5.034,50.89,336,400,13083,19916,939.301,0.34,0.35,2.31,0.361,0.008,1
-5.035,50.88,346,400,13090,19914,939.302,0.31,0.33,2.17,0.3379999999999999,0.008,1
-5.0360000000000005,50.79,333,400,13088,19921,939.311,0.3,0.31,2.08,0.325,0.0069999999999999,1
-5.037,50.72,337,400,13089,19932,939.311,0.3,0.31,2.05,0.319,0.0069999999999999,1
-5.038,50.67,341,400,13086,19917,939.316,0.29,0.31,2.02,1.905,0.0069999999999999,1
-5.039,50.62,350,400,13086,19922,939.299,0.28,0.29,1.94,0.302,0.0069999999999999,1
-5.04,50.57,345,400,13079,19908,939.296,0.27,0.28,1.88,0.293,0.0069999999999999,1
-5.053,55.1,358,400,13070,19908,939.283,0.27,0.28,1.87,0.291,0.0069999999999999,1
-5.053999999999999,55.65,343,400,13077,19910,939.281,0.3,0.31,2.04,0.319,0.0069999999999999,1
-5.055,55.81,355,400,13076,19918,939.286,0.3,0.31,2.08,0.324,0.0069999999999999,1
-5.056,56.01,341,400,13078,19918,939.284,0.31,0.32,2.13,0.332,0.008,1
-5.057,56.35,346,400,13078,19914,939.294,0.36,0.37,2.47,0.385,0.009,1
-5.058,56.49,357,400,13078,19901,939.296,0.38,0.39,2.61,0.408,0.009,1
-5.059,56.6,354,400,13078,19912,939.293,0.41,0.43,2.84,0.4429999999999999,0.01,1
-5.06,56.73,356,400,13076,19908,939.282,0.42,0.44,2.88,0.45,0.01,1
-5.061,56.81,355,400,13080,19919,939.281,0.42,0.43,2.86,0.447,0.01,1
-5.062,56.91,343,400,13078,19914,939.278,0.41,0.42,2.81,0.439,0.01,1
-5.062,57.0,342,400,13071,19913,939.284,0.39,0.4,2.67,0.416,0.009,1
-5.063,57.1,353,400,13077,19914,939.279,0.39,0.4,2.67,0.417,0.009,1
-5.064,57.19,357,400,13072,19904,939.279,0.38,0.39,2.61,0.407,0.009,1
-5.065,57.27,359,400,13078,19916,939.282,0.37,0.38,2.53,0.3939999999999999,0.009,1
-5.066,57.35,363,400,13069,19900,939.29,0.35,0.37,2.42,0.3779999999999999,0.009,1
-5.067,57.42,346,400,13080,19912,939.303,0.35,0.36,2.4,0.374,0.008,1
-5.0680000000000005,57.45,354,400,13074,19909,939.302,0.34,0.36,2.35,0.367,0.008,1
-5.069,57.53,359,400,13069,19903,939.287,0.34,0.36,2.37,0.37,0.008,1
-5.07,57.55,359,400,13076,19911,939.282,0.35,0.36,2.39,0.373,0.008,1
-5.071000000000001,57.67,340,400,13081,19923,939.297,0.35,0.37,2.44,0.38,0.009,1
-5.072,57.12,327,400,13098,19937,939.292,0.36,0.38,2.49,0.3879999999999999,0.009,1
-5.073,56.3,326,400,13092,19933,939.281,0.36,0.38,2.49,0.3879999999999999,0.009,1
-5.074,54.88,339,400,13081,19921,939.274,0.36,0.38,2.49,0.389,0.009,1
-5.075,54.29,333,400,13095,19933,939.283,0.36,0.38,2.5,0.39,0.009,1
-5.0760000000000005,53.8,337,400,13088,19919,939.29,0.35,0.37,2.44,0.38,0.009,1
-5.077,53.34,350,400,13085,19919,939.288,0.35,0.36,2.38,0.371,0.008,1
-5.078,52.95,342,400,13090,19925,939.292,0.32,0.34,2.23,0.347,0.008,1
-5.079,52.65,337,400,13092,19930,939.298,0.31,0.32,2.14,0.3339999999999999,0.008,1
-5.08,52.38,339,400,13083,19922,939.297,0.28,0.29,1.95,0.304,0.0069999999999999,1
-5.081,52.16,346,400,13082,19919,939.299,0.28,0.29,1.91,0.297,0.0069999999999999,1
-5.095,50.59,336,400,13089,19929,939.282,0.27,0.28,1.88,0.293,0.0069999999999999,1
-5.096,50.57,347,400,13074,19919,939.289,0.28,0.29,1.93,0.301,0.0069999999999999,1
-5.097,50.53,342,400,13078,19917,939.294,0.29,0.3,1.99,0.311,0.0069999999999999,1
-5.098,50.42,363,400,13067,19903,939.294,0.3,0.31,2.06,0.322,0.0069999999999999,1
-5.099,50.94,369,400,13068,19898,939.296,0.31,0.33,2.16,0.336,0.008,1
-5.1,51.67,368,400,13065,19891,939.294,0.32,0.33,2.18,0.34,0.008,1
-5.101,52.41,375,400,13059,19887,939.295,0.32,0.33,2.21,0.345,0.008,1
-5.101,53.08,360,400,13068,19904,939.284,0.33,1.86,2.26,0.353,0.008,1
-5.102,53.63,363,400,13063,19896,939.282,0.33,0.34,2.28,0.355,0.008,1
-5.103,54.82,358,400,13065,19901,939.281,0.34,0.35,2.35,0.366,0.008,1
-5.104,55.15,360,400,13069,19905,939.288,0.34,0.35,2.31,0.361,0.008,1
-5.105,55.39,358,400,13067,19900,939.281,0.33,0.35,2.29,0.357,0.008,1
-5.106,55.69,354,400,13067,19899,939.284,0.33,0.35,2.3,0.359,0.008,1
-5.107,56.04,349,400,13075,19916,939.288,0.33,0.35,2.29,0.357,0.008,1
-5.1080000000000005,56.24,358,400,13068,19904,939.292,0.33,0.34,2.26,0.353,0.008,1
-5.1080000000000005,56.43,360,400,13070,19909,939.281,0.33,0.34,2.24,0.35,0.008,1
-5.109,56.53,362,400,13065,19892,939.282,0.32,0.33,2.21,0.344,0.008,1
-5.11,56.68,350,400,13071,19907,939.286,0.32,0.33,2.18,0.34,0.008,1
-5.111000000000001,56.79,358,400,13069,19907,939.295,0.33,0.34,2.24,0.349,0.008,1
-5.112,56.98,362,400,13069,19900,939.285,0.35,0.37,2.42,0.377,0.009,1
-5.113,57.08,365,400,13069,19906,939.275,0.35,0.37,2.44,0.381,0.009,1
-5.114,57.22,370,400,13069,19898,939.275,0.41,0.42,2.79,0.436,0.01,1
-5.114,57.26,362,400,13064,19894,939.272,0.44,0.46,3.04,0.475,0.011,1
-5.115,57.37,354,400,13072,19903,939.274,0.45,0.47,3.09,0.482,0.011,1
-5.1160000000000005,57.42,369,400,13071,19900,939.282,0.46,0.48,3.16,0.493,0.011,1
-5.117,57.48,369,400,13060,19891,939.286,0.46,0.47,3.15,0.491,0.011,1
-5.118,57.53,365,400,13068,19894,939.292,0.46,0.48,3.15,0.491,0.011,1
-5.119,57.56,361,400,13071,19902,939.293,0.45,0.47,3.12,0.486,0.011,1
-5.12,57.72,332,400,13090,19930,939.288,0.46,0.48,3.19,0.497,0.011,1
-5.12,57.2,336,400,13089,19929,939.29,0.47,0.49,3.25,0.507,0.011,1
-5.121,56.33,336,400,13084,19923,939.296,0.47,0.49,3.25,0.506,0.011,1
-5.122000000000001,55.53,337,400,13082,19922,939.297,0.48,0.5,3.3,0.514,0.012,1
-5.122999999999999,54.84,339,400,13085,19925,939.289,0.48,0.5,3.29,0.513,0.012,1
-5.124,54.26,351,400,13086,19921,939.285,0.46,0.48,3.19,0.497,0.011,1
-5.124,53.72,354,400,13075,19915,939.281,0.46,0.48,3.16,0.492,0.011,1
-5.125,53.3,351,400,13080,19912,939.286,0.44,0.46,3.02,0.471,0.011,1
-5.126,52.97,350,400,13076,19910,939.294,0.43,0.44,2.93,0.456,0.01,1
-5.127000000000001,52.69,345,400,13081,19924,939.284,0.41,0.42,2.8,0.437,0.01,1
-5.127999999999999,52.39,346,400,13080,19916,939.285,0.39,0.41,2.71,0.423,0.01,1
-5.129,52.19,342,400,13073,19915,939.286,0.39,0.4,2.65,0.414,0.009,1
-5.129,52.0,343,400,13074,19925,939.295,0.38,0.4,2.62,0.408,0.009,1
-5.13,51.85,347,400,13076,19918,939.289,0.36,0.38,2.49,0.3879999999999999,0.009,1
-5.131,51.6,354,400,13074,19911,939.294,0.35,0.36,2.41,0.376,0.008,1
-5.132000000000001,51.39,353,400,13075,19912,939.291,0.32,0.33,2.18,0.341,0.008,1
-5.132999999999999,51.23,350,400,13070,19908,939.293,0.29,0.3,2.0,0.312,0.0069999999999999,1
-5.132999999999999,51.18,356,400,13077,19915,939.294,0.29,0.3,2.01,0.313,0.0069999999999999,1
-5.134,51.1,350,400,13075,19913,939.288,0.28,0.3,1.96,0.305,0.0069999999999999,1
-5.135,51.01,355,400,13076,19921,939.292,0.28,0.29,1.91,0.298,0.0069999999999999,1
-5.136,50.9,340,400,13079,19918,939.282,0.27,0.28,1.86,0.29,0.0069999999999999,1
-5.138999999999999,50.76,349,400,13075,19912,939.286,0.27,0.28,1.86,0.29,0.0069999999999999,1
-5.14,50.67,353,400,13075,19913,939.281,0.29,0.3,1.99,0.311,0.0069999999999999,1
-5.14,50.64,350,400,13075,19915,939.287,0.29,0.3,2.01,0.314,0.0069999999999999,1
-5.141,50.61,355,400,13073,19911,939.283,0.29,0.3,1.98,0.309,0.0069999999999999,1
-5.142,50.49,374,400,13060,19894,939.282,0.29,0.3,2.0,0.311,0.0069999999999999,1
-5.143,50.98,369,400,13057,19895,939.276,0.28,0.3,1.96,0.305,0.0069999999999999,1
-5.144,51.74,372,400,13057,19884,939.274,0.28,0.29,1.91,0.299,0.0069999999999999,1
-5.144,52.47,382,400,13054,19883,939.277,0.3,0.31,2.03,0.317,0.0069999999999999,1
-5.145,53.12,371,400,13060,19888,939.288,0.3,0.31,2.07,0.3229999999999999,0.0069999999999999,1
-5.146,53.72,359,400,13063,19895,939.29,0.31,0.33,2.16,0.337,0.008,1
-5.147,54.17,365,400,13064,19898,939.306,0.34,0.35,2.32,0.361,0.008,1
-5.147,54.59,366,400,13065,19897,939.296,0.36,0.37,2.48,0.386,0.009,1
-5.148,54.95,362,400,13064,19902,939.285,0.36,0.38,2.5,0.39,0.009,1
-5.149,55.24,358,400,13067,19906,939.288,0.36,0.37,2.46,0.384,0.009,1
-5.15,55.57,358,400,13068,19907,939.29,0.37,0.38,2.51,0.392,0.009,1
-5.15,55.82,367,400,13060,19899,939.283,0.38,0.39,2.58,0.4029999999999999,0.009,1
-5.151,56.0,369,400,13063,19908,939.265,0.46,0.48,3.17,0.494,0.011,1
-5.152,56.19,360,400,13060,19897,939.268,0.5,0.51,3.41,0.532,0.012,1
-5.153,56.35,355,400,13062,19898,939.266,0.54,0.56,3.69,0.575,0.013,1
-5.153,56.57,353,400,13067,19915,939.258,0.55,0.57,3.76,0.586,0.013,1
-5.154,56.66,362,400,13062,19897,939.271,0.56,0.58,3.86,0.602,0.0139999999999999,1
-5.155,56.8,356,400,13068,19905,939.281,0.57,0.59,3.94,0.614,0.0139999999999999,1
-5.155,56.92,352,400,13070,19906,939.284,0.57,0.59,3.94,0.614,0.0139999999999999,1
-5.156000000000001,57.03,366,400,13065,19899,939.281,0.57,0.59,3.93,0.613,0.0139999999999999,1
-5.157,57.11,366,400,13066,19900,939.284,0.6,0.62,4.1,0.64,0.0139999999999999,1
-5.158,57.2,357,400,13064,19901,939.273,0.61,0.63,4.2,0.655,0.015,1
-5.158,57.26,365,400,13060,19901,939.284,0.61,0.64,4.23,0.659,0.015,1
-5.159,57.34,361,400,13063,19895,939.281,0.61,0.63,4.18,0.6509999999999999,0.015,1
-5.16,57.42,361,400,13068,19901,939.288,0.63,0.65,4.32,0.674,0.015,1
-5.16,57.48,354,400,13068,19907,939.294,0.64,0.66,4.38,0.6829999999999999,0.015,1
-5.1610000000000005,57.56,351,400,13068,19899,939.293,0.64,0.66,4.39,0.685,0.015,1
-5.162000000000001,57.61,363,400,13067,19906,939.291,0.63,0.66,4.36,0.68,0.015,1
-5.162999999999999,57.66,360,400,13064,19904,939.287,0.61,0.63,4.18,0.652,0.015,1
-5.162999999999999,57.73,364,400,13061,19899,939.286,0.59,0.61,4.06,0.633,0.0139999999999999,1
